  -nheav-          512          11           4   6.3226681725791420E-003
  -nheav-         1144          11           4   8.4266020764353026E-003
  -nheav-         2032          11           4   7.6525562013889615E-003
  -nheav-         2258          11           4   6.0931871087991571E-003
  -nheav-         2316          11           4   5.6295229458396536E-003
  -nheav-         8216          11           4   4.0630503880643119E-003
  -nheav-        11156          11           4   4.5458823586172915E-003
  -nheav-        13591          11           4   6.3462624051117021E-003
  -nheav-        14428          11           4   6.0249991999971825E-003
  -nheav-        14712          11           4   5.0558991650364081E-003
  -nheav-        14940          11           4   1.0165380703135270E-002
  -nheav-        19514          11           4   8.2906519841640155E-003
  -nheav-        19729          11           4   3.9087239872924329E-003
  -nheav-        20392          11           4   4.1403919885297001E-003
  -nheav-        22729          11           4   2.2671704638014488E-003
  -nheav-        25738          11           4   8.1401046759660856E-003
  -nheav-        26594          11           4   8.9531948141470825E-003
  -nheav-        26909          11           4   5.1456493377959305E-003
  -nheav-        27518          11           4   9.8008508807688483E-003
  -nheav-        28724          11           4   4.2291338786508278E-003
  -nheav-        28743          11           4   9.9453214280620164E-003
  -nheav-        28838          11           4   7.8014597815672460E-003
  -nheav-        33889          11           4   6.3896539671068238E-003
  -nheav-        34307          11           4   2.1860658396426515E-003
  -nheav-        35875          11           4   9.2946549753455659E-003
  -nheav-        36329          11           4   4.6587907756356801E-003
  -nheav-        38014          11           4   6.5246817944357646E-003
  -nheav-        38883          11           4   5.7666297655387102E-003
  -nheav-        38983          11           4   7.8582071403479857E-003
  -nheav-        39879          11           4   5.3933238472841372E-003
  -nheav-        41731          11           4   7.5175205082346113E-003
  -nheav-        45827          11           4   4.4769217358912100E-003
  -nheav-        46385          11           4   1.0608421788711440E-002
  -nheav-        46931          11           4   6.2684195202991760E-003
  -nheav-        47979          11           4   7.9041975198338148E-003
  -nheav-        49614          11           4   7.3037513868598582E-003
  -nheav-        49999          11           4   4.3729824775932688E-003
  -nheav-        50232          11           4   1.2109076402335177E-002
  -nheav-        51100          11           4   7.4840222991488193E-003
  -nheav-        52542          11           4   9.9163330929427501E-003
  -nheav-        53446          11           4   7.6499261858098185E-003
  -nheav-        56747          11           4   8.3942433448196425E-003
  -nheav-        58615          11           4   6.5868387217078639E-003
  -nheav-        59493          11           4   7.1108392577571072E-003
  -nheav-        59746          11           4   4.2105036715024656E-003
  -nheav-        62613          11           4   5.5136559343773118E-003
  -nheav-        62820          11           4   6.3782707597933950E-003
  -nheav-        63954          11           4   4.2711742933074677E-003
  -nheav-        64538          11           4   7.2895903995681697E-003
  -nheav-        65634          11           4   2.6021662496982572E-003
  -nheav-        69125          11           4   1.1944931525314588E-002
  -nheav-        71590          11           4   2.3026365869745860E-003
  -nheav-        72789          11           4   1.1664048471061960E-002
  -nheav-        73719          11           4   1.3178326844397816E-002
  -nheav-        76436          11           4   3.8235621967660336E-003
  -nheav-        77227          11           4   3.5859430718519435E-003
  -nheav-        78467          11           4   4.8156350949116128E-003
  -nheav-        78952          11           4   7.1435115025515186E-003
  -nheav-        81783          11           4   9.1774542612733968E-003
  -nheav-        82025          11           4   1.2054904392446587E-002
  -nheav-        86115          11           4   5.0033577067447365E-003
  -nheav-        87703          11           4   8.8940710342280908E-003
  -nheav-        89729          11           4   7.6894210437362743E-003
  -nheav-        91244          11           4   4.4748531243844810E-003
  -nheav-        91582          11           4   2.5209839730837304E-003
  -nheav-        91667          11           4   1.3975059225108452E-002
  -nheav-        92775          11           4   8.9982328408723337E-003
  -nheav-        96119          11           4   7.8155553233900717E-003
  -nheav-        98025          11           4   6.4840897220942682E-003
  -nheav-       100882          11           4   4.5200179750581812E-003
  -nheav-       102404          11           4   7.1937312855534404E-003
  -nheav-       102490          11           4   4.3918484785572219E-003
  -nheav-       105800          11           4   6.0345435590475061E-003
  -nheav-       106494          11           4   9.0150299301403718E-003
  -nheav-       107281          11           4   6.1624417781285957E-003
  -nheav-       108854          11           4   3.0552099973356235E-003
  -nheav-       109491          11           4   5.9804718368864085E-003
  -nheav-       109696          11           4   8.1347569422282502E-003
  -nheav-       112744          11           4   6.4281071223063011E-003
  -nheav-       113707          11           4   4.2293560081507172E-003
  -nheav-       114447          11           4   3.1910152341256435E-003
  -nheav-       114580          11           4   1.1761746511609545E-002
  -nheav-       117417          11           4   1.2607731230025366E-002
  -nheav-       117429          11           4   2.6876818384548641E-003
  -nheav-       121600          11           4   4.7859327337278048E-003
