  -nheav-         1643          11           4   9.6701943245470837E-003
  -nheav-         3390          11           4   5.6449928226634258E-003
  -nheav-         4189          11           4   1.1174194753031771E-002
  -nheav-         6590          11           4   6.2916560178045986E-003
  -nheav-         9292          11           4   2.3267677337330496E-003
  -nheav-         9886          11           4   5.8069116526312430E-003
  -nheav-        10607          11           4   1.0475680831147657E-002
  -nheav-        17811          11           4   4.3670576873687424E-003
  -nheav-        18729          11           4   6.8294799361115115E-003
  -nheav-        18955          11           4   5.0028201409168102E-003
  -nheav-        21133          11           4   6.2340259776988210E-003
  -nheav-        21143          11           4   8.9308198473709126E-003
  -nheav-        23470          11           4   8.6450929978045682E-003
  -nheav-        26751          11           4   4.6075278986891137E-003
  -nheav-        27407          11           4   1.2260071760541905E-002
  -nheav-        27663          11           4   6.1925462934791543E-003
  -nheav-        28746          11           4   6.8746555735369839E-003
  -nheav-        30737          11           4   3.8468060703085029E-003
  -nheav-        32836          11           4   5.0725010502910665E-003
  -nheav-        33768          11           4   5.7672716050824425E-003
  -nheav-        37489          11           4   4.8847519231985641E-003
  -nheav-        38646          11           4   1.6608640341328283E-003
  -nheav-        39842          11           4   4.5616415220401905E-003
  -nheav-        43991          11           4   1.1792449580836091E-002
  -nheav-        45977          11           4   1.0721507025236861E-002
  -nheav-        46955          11           4   6.4658643754673907E-003
  -nheav-        48326          11           4   1.0162452587031566E-002
  -nheav-        49910          11           4   6.0891568881252167E-003
  -nheav-        50069          11           4   5.8054252857668871E-003
  -nheav-        54736          11           4   5.1144471715833788E-003
  -nheav-        55945          11           4   9.5290118061916469E-003
  -nheav-        57251          11           4   5.7818106559589071E-003
  -nheav-        60772          11           4   6.5854024250133992E-003
  -nheav-        67250          11           4   4.4743249587045281E-003
  -nheav-        67453          11           4   8.2618163231068138E-003
  -nheav-        67903          11           4   6.3489709111777303E-003
  -nheav-        68082          11           4   3.7240239529091924E-003
  -nheav-        68852          11           4   9.0316536091499984E-003
  -nheav-        68879          11           4   1.6386660586638756E-002
  -nheav-        71084          11           4   2.5005914792955082E-003
  -nheav-        72947          11           4   3.6457923380221473E-003
  -nheav-        73717          11           4   5.7832146380337691E-003
  -nheav-        73886          11           4   5.6264604035923182E-003
  -nheav-        77012          11           4   9.4385284879226674E-003
  -nheav-        78141          11           4   5.3194808459475097E-003
