  -nheav-         2788          11           4   6.5925307809475272E-003
  -nheav-         6264          11           4   3.8819995029853089E-003
  -nheav-         6704          11           4   4.5033478295745223E-003
  -nheav-         8145          11           4   3.9099395184239256E-003
  -nheav-         8697          11           4   2.6827540109047730E-003
  -nheav-         9735          11           4   3.3205752551089063E-003
  -nheav-        10736          11           4   4.4174539315977200E-003
  -nheav-        10789          11           4   5.1342723266138823E-003
  -nheav-        12842          11           4   8.1607845350636123E-003
  -nheav-        14420          11           4   9.4480234216707693E-003
  -nheav-        16425          11           4   5.7855611595746268E-003
  -nheav-        16663          11           4   4.4006101364316239E-003
  -nheav-        17642          11           4   3.4145652419720137E-003
  -nheav-        19216          11           4   5.1357879952697661E-003
  -nheav-        19808          11           4   6.1581053058826002E-003
  -nheav-        21068          11           4   6.0689074844885909E-003
  -nheav-        22257          11           4   3.7366248091375382E-003
  -nheav-        23049          11           4   6.4342876254559088E-003
  -nheav-        25248          11           4   6.1279291266373550E-003
  -nheav-        25494          11           4   1.0336022889740889E-002
  -nheav-        26374          11           4   4.5143338438260799E-003
  -nheav-        26436          11           4   4.4699240546665353E-003
  -nheav-        35648          11           4   8.8480770442088217E-003
  -nheav-        35895          11           4   5.3302329598645887E-003
  -nheav-        39066          11           4   1.0652443501680410E-002
  -nheav-        40161          11           4   5.8055614965987845E-003
  -nheav-        40514          11           4   6.8536952883705453E-003
  -nheav-        40671          11           4   4.1274063327709880E-003
  -nheav-        43981          11           4   3.2665771604260953E-003
  -nheav-        44209          11           4   3.2503008924445569E-003
  -nheav-        46089          11           4   6.1603137119318491E-003
  -nheav-        48774          11           4   5.0308218232753459E-003
  -nheav-        49219          11           4   1.6624176651928339E-002
  -nheav-        51681          11           4   5.1531691637287623E-003
  -nheav-        52125          11           4   3.6702136315966529E-003
  -nheav-        52162          11           4   1.5829043221763640E-002
  -nheav-        54484          11           4   7.7954675465334734E-003
  -nheav-        57564          11           4   3.0769764309893618E-003
  -nheav-        57705          11           4   6.8519005020907572E-003
  -nheav-        58693          11           4   6.3599193516552079E-003
  -nheav-        59461          11           4   9.2102684266346848E-003
  -nheav-        59647          11           4   8.1849004873583917E-003
  -nheav-        59936          11           4   8.6422085482818142E-003
  -nheav-        60751          11           4   6.6203793049712661E-003
  -nheav-        62480          11           4   2.6536210400599884E-003
  -nheav-        62517          11           4   4.4207875123129271E-003
  -nheav-        70225          11           4   7.4580872266838015E-003
  -nheav-        71470          11           4   5.8013244384742396E-003
  -nheav-        72221          11           4   3.2066863713239402E-003
  -nheav-        72417          11           4   8.7383625067113824E-003
  -nheav-        72552          11           4   4.7832198447558764E-003
  -nheav-        75196          11           4   4.1354442992924305E-003
  -nheav-        75497          11           4   9.2864223544870585E-003
  -nheav-        77407          11           4   4.8000295240194649E-003
  -nheav-        78148          11           4   6.4932893203749698E-003
  -nheav-        79015          11           4   5.8363485484810556E-003
  -nheav-        79051          11           4   8.3908307697602141E-003
  -nheav-        83999          11           4   3.2724290833070881E-003
  -nheav-        84932          11           4   5.4091991731061171E-003
  -nheav-        86102          11           4   7.7654239394569233E-003
  -nheav-        86693          11           4   4.3890567720345644E-003
  -nheav-        87717          11           4   8.5971841408095315E-003
  -nheav-        89888          11           4   1.0475509521453659E-002
  -nheav-        92850          11           4   8.3433335066124530E-003
  -nheav-        93511          11           4   6.5412083811738743E-003
  -nheav-        94198          11           4   1.0398292601811136E-002
  -nheav-        94608          11           4   7.7215210340709746E-003
  -nheav-        96358          11           4   8.4792084249083934E-003
  -nheav-        96662          11           4   1.1304634167645418E-002
  -nheav-        98605          11           4   6.4736060545201330E-003
  -nheav-       102902          11           4   1.0726346178845233E-002
  -nheav-       103776          11           4   3.5758520639642484E-003
